record_type,record_id,amount,diagnosis,action_taken,explanation,recovered,recovered_amount,is_exception,ai_explanation
payment,pay_1014,6055.35,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹6055.35 was flagged for a 3D Secure authentication failure, so we sent an authentication reminder to the customer to complete the payment process securely."
payment,pay_1015,11225.84,network_error,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,The payment of ₹11225.84 was flagged for human review due to a network error that prevented its successful processing.
payment,pay_1016,5557.55,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,False,0.0,False,"The customer's payment of ₹5557.55 was declined due to a card issue, so we requested an alternate payment method to complete the transaction."
payment,pay_1017,2462.05,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,False,0.0,False,"The payment was declined due to a card issue, so we requested an alternate payment method to facilitate a successful transaction."
payment,pay_1018,9019.15,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,True,9019.15,False,"The payment of ₹9019.15 was flagged for a 3DS authentication failure, so we sent an authorization reminder to the customer to complete the payment securely."
payment,pay_1019,10289.31,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",False,0.0,False,The payment of ₹10289.31 was automatically retried due to a network error that occurred during the initial processing attempt.
payment,pay_1020,6634.53,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹6634.53 was flagged due to a 3D Secure authentication failure, prompting a reminder to be sent to the customer to complete the authentication process."
payment,pay_1021,7713.69,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,True,7713.69,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹7713.69.
payment,pay_1022,11485.16,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",False,0.0,False,The payment of ₹11485.16 was automatically retried due to a network error that occurred during the initial processing attempt.
payment,pay_1023,1855.64,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,1855.64,False,"The payment of ₹1855.64 was automatically retried due to a bank timeout error, ensuring timely processing of the transaction."
payment,pay_1024,13194.54,insufficient_funds,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,"The payment was flagged for human review due to insufficient funds, resulting in a give-up flag to prevent further processing of the ₹13194.54 transaction."
payment,pay_1025,11534.35,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,False,0.0,False,"The payment of ₹11534.35 was declined due to a card issue, so we requested an alternate payment method to complete the transaction."
payment,pay_1026,13112.01,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,True,13112.01,False,"The payment of ₹13112.01 was flagged for a 3DS authentication failure, so we sent an authorization reminder to the customer to complete the payment securely."
payment,pay_1027,14928.21,bank_timeout,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,The payment of ₹14928.21 was flagged for human review due to a bank timeout error that prevented the transaction from being processed.
payment,pay_1028,3525.52,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,3525.52,False,The payment of ₹3525.52 was automatically retried due to a bank timeout error.
payment,pay_1029,306.42,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,True,306.42,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹306.42.
payment,pay_1030,1248.69,card_declined,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,"The payment of ₹1248.69 was flagged for human review because the card was declined, indicating a potential issue that requires manual intervention to resolve."
payment,pay_1031,2158.22,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",True,2158.22,False,The payment of ₹2158.22 was automatically retried due to a network error that occurred during the initial processing attempt.
payment,pay_1032,3018.07,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,"The payment of ₹3018.07 was flagged for insufficient funds, so we sent a payment link reminder to the customer to complete the transaction."
payment,pay_1033,7111.97,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,"The payment of ₹7111.97 was not successful due to insufficient funds, so we sent a reminder with a payment link to facilitate an alternative payment attempt."
payment,pay_1034,12048.77,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,The payment link reminder was sent due to insufficient funds in the account to process the payment of ₹12048.77.
payment,pay_1035,6839.48,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹6839.48 was flagged for a 3DS authentication failure, so we sent an authorization reminder to the customer to complete the verification process."
payment,pay_1036,13142.39,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹13142.39.
payment,pay_1037,12573.21,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,True,12573.21,False,The payment link reminder was sent to the customer because their initial payment attempt failed due to insufficient funds in their account.
payment,pay_1038,7324.1,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹7324.1 was flagged due to a failed 3D Secure authentication, so we are sending an authorization reminder to the customer to complete the payment securely."
payment,pay_1039,14782.57,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,14782.57,False,"The payment of ₹14782.57 was automatically retried due to a bank timeout error, ensuring timely processing of the transaction."
payment,pay_1040,9995.7,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹9995.7 was flagged due to a 3D Secure authentication failure, so we are sending an authentication reminder to the customer to complete the payment process."
payment,pay_1041,14536.9,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",False,0.0,False,The payment of ₹14536.9 was automatically retried due to a network error that occurred during the initial transaction attempt.
payment,pay_1042,8845.83,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",False,0.0,False,The payment of ₹8845.83 was automatically retried due to a network error that occurred during the initial processing attempt.
payment,pay_1043,12799.87,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹12799.87.
payment,pay_1044,14135.62,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",False,0.0,False,The payment of ₹14135.62 was automatically retried due to a network error that occurred during the initial transaction attempt.
payment,pay_1045,6404.53,network_error,auto_retry,"Failure was 'network_error', which is usually temporary. Safe to auto-retry.",True,6404.53,False,The payment of ₹6404.53 was automatically retried due to a network error that occurred during the initial transaction attempt.
payment,pay_1046,3732.55,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,True,3732.55,False,"The payment of ₹3732.55 was flagged due to a 3D Secure authentication failure, prompting the system to send an authentication reminder to complete the transaction."
payment,pay_1047,13949.47,insufficient_funds,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,"The payment was flagged for human review due to insufficient funds, resulting in a give-up flag to prevent further processing."
payment,pay_1048,14942.23,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,The payment link reminder was sent to the customer due to insufficient funds in their account to cover the payment of ₹14942.23.
payment,pay_1049,13236.79,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,True,13236.79,False,"The payment was declined due to a card issue, so we requested an alternate payment method to complete the transaction of ₹13236.79."
payment,pay_1050,12539.43,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,12539.43,False,"The payment of ₹12539.43 was automatically retried due to a bank timeout error, ensuring timely processing of the transaction."
payment,pay_1051,14096.16,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,True,14096.16,False,"The payment of ₹14096.16 was declined due to a card issue, so we are requesting an alternate payment method to complete the transaction."
payment,pay_1052,2500.63,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,2500.63,False,The payment of ₹2500.63 was automatically retried due to a bank timeout error to ensure timely processing of the transaction.
payment,pay_1053,7680.05,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,7680.05,False,The payment of ₹7680.05 was automatically retried due to a bank timeout error.
payment,pay_1054,12474.35,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,True,12474.35,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹12474.35.
payment,pay_1055,2591.41,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹2591.41 was flagged for a 3DS authentication failure, prompting the system to send an authentication reminder to the customer for verification."
payment,pay_1056,14186.75,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,True,14186.75,False,"The payment of ₹14186.75 was declined due to a card issue, so we are requesting an alternate payment method to complete the transaction."
payment,pay_1057,2391.79,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,False,0.0,False,"The payment of ₹2391.79 was declined due to a card issue, so we requested an alternate payment method to complete the transaction."
payment,pay_1058,13504.08,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,True,13504.08,False,"The payment of ₹13504.08 was declined due to a card issue, so we are requesting an alternate payment method to complete the transaction."
payment,pay_1059,13285.19,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,True,13285.19,False,"The payment was flagged due to a failed 3D Secure authentication, so we are sending an authorization reminder to ensure the transaction is legitimate."
payment,pay_1060,13244.96,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,True,13244.96,False,The payment link reminder was sent due to insufficient funds in the customer's account to process the payment of ₹13244.96.
payment,pay_1061,4148.72,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,"The payment link reminder was sent to the customer because their initial payment attempt failed due to insufficient funds in their account, requiring them to retry the transaction of ₹4148.72."
payment,pay_1062,3153.68,3ds_failed,send_auth_reminder,Authentication step failed. Ask the customer to complete verification again.,False,0.0,False,"The payment of ₹3153.68 was flagged for a 3ds_failed diagnosis, prompting the system to send an authentication reminder to the customer to complete the payment securely."
payment,pay_1063,550.23,card_declined,request_alternate_payment_method,Card was declined. Asking the customer to try a different payment method.,False,0.0,False,"The payment of ₹550.23 was declined due to a card issue, so we requested an alternate payment method to complete the transaction."
payment,pay_1064,14509.96,bank_timeout,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,"The payment of ₹14509.96 was flagged for human review due to a bank timeout error, indicating a technical issue that requires manual intervention to resolve."
payment,pay_1065,5101.02,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,The payment link reminder was sent due to insufficient funds in the customer's account to cover the payment of ₹5101.02.
payment,pay_1066,14445.51,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",True,14445.51,False,The payment of ₹14445.51 was automatically retried due to a bank timeout error.
payment,pay_1067,5316.17,bank_timeout,auto_retry,"Failure was 'bank_timeout', which is usually temporary. Safe to auto-retry.",False,0.0,False,"The payment of ₹5316.17 was automatically retried due to a bank timeout error, ensuring timely processing of the transaction."
payment,pay_1068,3013.17,insufficient_funds,send_payment_link_reminder,Insufficient funds — retrying won't help. Send a reminder instead so the customer can try again later.,False,0.0,False,"The payment link reminder was sent because the customer's initial payment attempt failed due to insufficient funds, requiring them to retry the payment of ₹3013.17."
payment,pay_1069,10365.49,card_declined,give_up_flag_human,Already retried 3 times. Stopping — flagging for a human to check.,False,0.0,True,"The payment of ₹10365.49 was flagged for human review because the card was declined, indicating a potential issue that requires manual intervention to resolve."
invoice,inv_2000,131932.22,"21 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,131932.22,False,"The gentle reminder was sent because the invoice of ₹131932.22 is 21 days overdue, despite the client's history of always paying on time."
invoice,inv_2001,76309.34,"5 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,76309.34,False,"The invoice of ₹76309.34 is now 5 days overdue, so a reminder with a deadline has been sent to prompt timely payment."
invoice,inv_2002,12311.65,"4 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,12311.65,False,"The decision to send a reminder with a deadline was made because the invoice is 4 days overdue and has a history of being paid late, requiring prompt action to ensure timely payment."
invoice,inv_2003,51929.29,"28 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,51929.29,False,"The invoice for ₹51929.29 is 28 days overdue, so we sent a reminder with a deadline to prompt timely payment."
invoice,inv_2004,166236.16,"36 days overdue, sometimes_late",firm_reminder_with_deadline,36 days overdue. Sending a firm reminder with a clear deadline.,True,166236.16,False,"The firm reminder with a deadline was sent due to the invoice being 36 days overdue, which is consistent with our standard protocol for handling sometimes late payments."
invoice,inv_2005,189803.24,"8 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,189803.24,False,"The gentle reminder was sent because the invoice is 8 days overdue, despite the client's history of always paying on time, to prompt timely payment of the outstanding amount of ₹189803.24."
invoice,inv_2006,14669.92,"37 days overdue, chronic_late",escalate_to_collections,37 days overdue and customer has a chronic-late history. Escalating to a human.,True,14669.92,True,"The invoice for ₹14669.92 has been escalated to collections due to being 37 days overdue, as it meets the criteria for chronic late payment."
invoice,inv_2007,172401.35,"15 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,172401.35,False,"The gentle reminder was sent for the ₹172401.35 invoice because it is 15 days overdue, despite the client's history of always paying on time."
invoice,inv_2008,110433.75,"19 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,The decision to send a reminder with a deadline was made because the invoice is 19 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2009,164144.64,"37 days overdue, sometimes_late",firm_reminder_with_deadline,37 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,The firm reminder with deadline was sent because the invoice is 37 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2010,116384.86,"12 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,False,0.0,False,"The gentle reminder was sent because the invoice is 12 days overdue, despite the client's history of always paying on time, to politely prompt payment of the ₹116384.86 amount."
invoice,inv_2011,111810.17,"13 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The invoice for ₹111810.17 is 13 days overdue, so a reminder with a deadline was sent to prompt timely payment."
invoice,inv_2012,125706.87,"5 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,125706.87,False,"The decision to send a reminder with a deadline was made because the invoice is 5 days overdue, indicating a chronic late payment pattern that requires prompt follow-up to expedite settlement."
invoice,inv_2013,88380.5,"32 days overdue, chronic_late",escalate_to_collections,32 days overdue and customer has a chronic-late history. Escalating to a human.,False,0.0,True,"The invoice for ₹88380.5 has been escalated to collections due to being 32 days overdue, as it falls under our chronic late payment protocol."
invoice,inv_2014,185071.07,"21 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,185071.07,False,The decision to send a reminder with a deadline was made because the invoice of ₹185071.07 is 21 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2015,159904.0,"24 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,159904.0,False,"The invoice for ₹159904.0 is 24 days overdue, so we sent a reminder with a deadline to prompt timely payment from the sometimes-late customer."
invoice,inv_2016,117012.62,"45 days overdue, always_on_time",firm_reminder_with_deadline,45 days overdue. Sending a firm reminder with a clear deadline.,True,117012.62,False,"The firm reminder with deadline was sent due to the invoice being 45 days overdue, despite the client's history of always paying on time, to ensure timely payment of the outstanding amount of ₹117"
invoice,inv_2017,147241.83,"34 days overdue, sometimes_late",firm_reminder_with_deadline,34 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,"The firm reminder with a deadline was sent to the client as their invoice of ₹147241.83 is 34 days overdue, indicating a pattern of sometimes being late with payments."
invoice,inv_2018,28022.83,"19 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,28022.83,False,"The decision to send a reminder with a deadline was made because the invoice of ₹28022.83 is 19 days overdue, indicating a chronic late payment pattern that requires prompt attention."
invoice,inv_2019,34636.98,"27 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,34636.98,False,"The decision to send a gentle reminder was made because the invoice is 27 days overdue, despite the client's history of being always on time, to encourage prompt payment of the ₹34636.98"
invoice,inv_2020,192593.72,"32 days overdue, sometimes_late",firm_reminder_with_deadline,32 days overdue. Sending a firm reminder with a clear deadline.,True,192593.72,False,"The firm reminder with a deadline was sent because the invoice of ₹192593.72 is 32 days overdue, indicating a pattern of sometimes being late with payments."
invoice,inv_2021,158873.36,"5 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The invoice for ₹158873.36 is now 5 days overdue, prompting a reminder with a deadline to be sent to the client to expedite payment."
invoice,inv_2022,140582.6,"53 days overdue, sometimes_late",firm_reminder_with_deadline,53 days overdue. Sending a firm reminder with a clear deadline.,True,140582.6,False,The decision to send a firm reminder with a deadline was made because the invoice is 53 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2023,160393.94,"39 days overdue, sometimes_late",firm_reminder_with_deadline,39 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,"The firm reminder with a deadline was sent because the invoice is 39 days overdue, which is significantly past the expected payment date."
invoice,inv_2024,97449.18,"5 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,97449.18,False,"The gentle reminder was sent because the invoice is 5 days overdue, despite the client's history of always paying on time, to ensure prompt payment of the ₹97449.18 amount."
invoice,inv_2025,147576.07,"43 days overdue, always_on_time",firm_reminder_with_deadline,43 days overdue. Sending a firm reminder with a clear deadline.,True,147576.07,False,"The firm reminder with a deadline was sent because the invoice of ₹147576.07 is 43 days overdue, despite the client's history of always paying on time."
invoice,inv_2026,198653.71,"20 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The invoice for ₹198653.71 is now 20 days overdue, so a reminder with a deadline has been sent to the client to expedite payment."
invoice,inv_2027,144742.42,"53 days overdue, sometimes_late",firm_reminder_with_deadline,53 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,"The firm reminder with a deadline was sent due to the invoice being 53 days overdue, as this approach is typically effective for clients who have a history of occasional late payments."
invoice,inv_2028,9399.77,"57 days overdue, chronic_late",escalate_to_collections,57 days overdue and customer has a chronic-late history. Escalating to a human.,False,0.0,True,"The invoice for ₹9399.77 has been escalated to collections due to being 57 days overdue, which is a chronic late payment issue that requires further action to ensure timely settlement."
invoice,inv_2029,124129.31,"30 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,124129.31,False,The decision to send a reminder with a deadline was made because the invoice is 30 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2030,154805.43,"32 days overdue, always_on_time",firm_reminder_with_deadline,32 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,"The firm reminder with deadline was sent because the invoice is 32 days overdue despite the client's history of always paying on time, necessitating a prompt and assertive follow-up to expedite payment"
invoice,inv_2031,82590.05,"9 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,82590.05,False,"The invoice of ₹82590.05 is now 9 days overdue, prompting a reminder with a deadline to be sent to the client to expedite payment."
invoice,inv_2032,37441.43,"59 days overdue, sometimes_late",firm_reminder_with_deadline,59 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,The firm reminder with a deadline was sent for the invoice of ₹37441.43 because it is 59 days overdue and the client has a history of sometimes being late with payments.
invoice,inv_2033,177259.85,"26 days overdue, chronic_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The invoice for ₹177259.85 is now 26 days overdue, prompting a reminder with a deadline to be sent to the client to expedite payment."
invoice,inv_2034,59292.11,"53 days overdue, sometimes_late",firm_reminder_with_deadline,53 days overdue. Sending a firm reminder with a clear deadline.,True,59292.11,False,"The firm reminder with deadline was sent because the invoice is significantly overdue at 53 days, and the client has a history of sometimes being late with payments."
invoice,inv_2035,191757.58,"27 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,The overdue invoice of ₹191757.58 has been sent a reminder with a deadline due to being 27 days past due and the client's history of occasional late payments.
invoice,inv_2036,34503.18,"10 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,False,0.0,False,"The gentle reminder was sent for the ₹34503.18 invoice as it is 10 days overdue, despite the client's history of always being on time, to ensure prompt payment."
invoice,inv_2037,99567.73,"43 days overdue, always_on_time",firm_reminder_with_deadline,43 days overdue. Sending a firm reminder with a clear deadline.,True,99567.73,False,"The firm reminder with a deadline was sent because the invoice is 43 days overdue, despite the client's history of always paying on time, to prompt timely payment of the outstanding amount of ₹995"
invoice,inv_2038,59976.49,"38 days overdue, always_on_time",firm_reminder_with_deadline,38 days overdue. Sending a firm reminder with a clear deadline.,False,0.0,False,"The firm reminder with deadline was sent because the invoice is 38 days overdue, despite the client's history of always paying on time, and we need to prompt them to settle the outstanding amount of"
invoice,inv_2039,77004.45,"10 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The decision to send a reminder with a deadline was made because the invoice of ₹77004.45 is 10 days overdue, indicating a pattern of sometimes being late with payments."
invoice,inv_2040,139646.26,"37 days overdue, sometimes_late",firm_reminder_with_deadline,37 days overdue. Sending a firm reminder with a clear deadline.,True,139646.26,False,"The firm reminder with deadline was sent due to the invoice being 37 days overdue, which is a significant delay warranting a more assertive follow-up to expedite payment."
invoice,inv_2041,94045.53,"33 days overdue, chronic_late",escalate_to_collections,33 days overdue and customer has a chronic-late history. Escalating to a human.,False,0.0,True,The invoice of ₹94045.53 has been escalated to collections due to being 33 days overdue and having a history of chronic late payments.
invoice,inv_2042,81513.89,"56 days overdue, chronic_late",escalate_to_collections,56 days overdue and customer has a chronic-late history. Escalating to a human.,False,0.0,True,"The invoice for ₹81513.89 has been escalated to collections due to being 56 days overdue, as it has been chronically late and requires further action to ensure timely payment."
invoice,inv_2043,98896.95,"26 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",True,98896.95,False,"The decision to send a reminder with a deadline was made because the invoice of ₹98896.95 is 26 days overdue, indicating a pattern of sometimes being late with payments."
invoice,inv_2044,18132.79,"26 days overdue, always_on_time",gentle_reminder,Usually pays on time — probably just an oversight. Gentle nudge should work.,True,18132.79,False,"The gentle reminder was sent for the ₹18132.79 invoice as it is 26 days overdue, despite the client's history of always paying on time, to politely prompt them to settle the"
invoice,inv_2045,26436.02,"14 days overdue, sometimes_late",reminder_with_deadline,"Somewhat overdue, customer has a mixed payment history. Standard reminder with a deadline.",False,0.0,False,"The overdue invoice of ₹26436.02 has been sent a reminder with a deadline due to its 14-day late status, as per our standard protocol for managing sometimes-late payments."
invoice,inv_2046,5045.49,"39 days overdue, always_on_time",firm_reminder_with_deadline,39 days overdue. Sending a firm reminder with a clear deadline.,True,5045.49,False,"The firm reminder with a deadline was sent because the invoice is 39 days overdue, despite the client's history of always paying on time, to prompt timely payment of the outstanding amount of ₹504"
